Label,dec0,dec1,obj0,obj1
1,1,010000100000000000000000000000000000000100000000000010000001,-0.137883,0.033544
1,1,010000100000000000000000000000000000100100000000000000000001,-0.144017,0.027983
1,1,010000100000000000000000000000001000100100000000000000000001,-0.164298,0.040753
1,1,010000100000000000000000000000001000100100000100000000000001,-0.200049,0.054140
0,1,100111011100000101010111100010011001111010100111110111111110,-0.112689,0.497255
0,1,100010100000000000000000000000100000000000000000000000010001,-0.148514,0.049913
0,1,000110011110110100111011100111010100110110001000010001001110,-0.161195,0.521079
0,1,010000100000000000010000000000100000110000000000110001010001,-0.205372,0.104607
0,1,010001111100100111010001011111100101010101011100001110001110,-0.067713,0.518415
1,1,010000100000000000000000000000100000000000001000000000010001,-0.175893,0.067341
1,1,010000100000000000000000000000100000000000000000000000010001,-0.145538,0.045489
1,1,010000100010000000000000000000100000000100000000000000000001,-0.171809,0.057194
1,1,010000100000000000000000000000000000000100000000000000000001,-0.137883,0.026072
1,1,010000100000000000000000000000000000000100000000000000000000,-0.079743,0.018157
1,1,010000100000000000000000000000000000000100000000000000000011,-0.139977,0.037154
1,1,010000100000000000000000000000010000000100000000000000000001,-0.161140,0.036245
1,1,010000100000000000000000000000001000000100000000000000000001,-0.158164,0.038842
1,1,110000100000000000000000000000000000000100000000000000000001,-0.137883,0.033811
1,1,010000100000000000000000000000100000000000000000010000010001,-0.172765,0.061706
1,1,000000100000000000000000000000000000000100000000000000000001,-0.115167,0.020847
1,1,010000100000000000000000000000000100000100000000000000000001,-0.158164,0.038391
1,1,000000100000000000000000000000000000000000000000000000010000,-0.086930,0.018947
1,1,000000100000000000000000000000000000000100000100000000000001,-0.150918,0.034234
1,1,010000100000000000000000000000000000000100000000001000000001,-0.138450,0.033647
0,1,000010100101010001011111101000001100000011001111001101100010,-0.122753,0.472091
1,1,010100100000000000000000000000100000000100000000000000000001,-0.168580,0.046443
0,1,010000100000000000010000000000100100000000000000000000010001,-0.150591,0.084757
1,1,000000100000000000000000000000000001000100000000000000000001,-0.118986,0.025842
1,1,100000101000000000000000000000100001000000000000000000011000,-0.167638,0.052367
1,1,100000100000101000010000000000100001101000000001010001110001,-0.235649,0.172660
0,1,100000111000001000010000100000100001100100000011011001010001,-0.236657,0.227103
0,1,010000000001011111001110001100011000001010000100110100111010,-0.103317,0.478039
0,1,100000111000001000010000100000100000100100000011011001010001,-0.228667,0.223371
0,1,011001001110111010001011001010011101111110010000000101110100,-0.165726,0.511503
0,1,011001001110110010001011001010011101111110010000000101110100,-0.181046,0.469698
0,1,100100101010010111010010111000010000010111101111000100101010,-0.106294,0.463955
1,1,010000000000000000000000000000001000100100000000000000000001,-0.142701,0.035525
0,1,100000110000001000010010000000100010110000000011011001000001,-0.157173,0.203239
0,1,010000100000000000000000000000100000001000000000000000010001,-0.145538,0.050393
